Tag	Tag File Name	Seq	Folder	Priority	Title	Author	Body
critical thinking	critical-thinking.html	3	quotes	999999	Taking a Fence Down	G. K. Chesterton	"In the matter of reforming things, as distinct from deforming them, there is one plain and simple principle; a principle which will probably be called a paradox. There exists in such a case a certain institution or law; let us say, for the sake of simplicity, a fence or gate erected across a road. The more modern type of reformer goes gaily up to it and says, I don't see the use of this; let us clear it away. To which the more intelligent type of reformer will do well to answer: If you don't see the use of it, I certainly won't let you clear it away. Go away and think. Then, when you can come back and tell me that you do see the use of it, I may allow you to destroy it. 
"
critical thinking	critical-thinking.html	3	quotes	999999	Ten Commandments for Teachers	Bertrand Russell	"1. Do not feel absolutely certain of anything. 

2. Do not think it worth while to proceed by concealing evidence, for the evidence is sure to come to light. 

3. Never try to discourage thinking for you are sure to succeed. 

4. When you meet with opposition, even if it should be from your husband or your children, endeavour to overcome it by argument and not by authority, for a victory dependent upon authority is unreal and illusory. 

5. Have no respect for the authority of others, for there are always contrary authorities to be found. 

6. Do not use power to suppress opinions you think pernicious, for if you do the opinions will suppress you. 

7. Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric. 

8. Find more pleasure in intelligent dissent that in passive agreement, for, if you value intelligence as you should, the former implies a deeper agreement than the latter. 

9. Be scrupulously truthful, even if the truth is inconvenient, for it is more inconvenient when you try to conceal it. 

10. Do not feel envious of the happiness of those who live in a fool's paradise, for only a fool will think that it is happiness."
critical thinking	critical-thinking.html	3	quotes	999999	Terrible with raisins in it	Dorothy Parker	"This wasn’t just plain terrible, this was fancy terrible. This was terrible with raisins in it.
"
critical thinking	critical-thinking.html	3	quotes	999999	Thinking's a Dizzy Business	Dashiell Hammett	"Nobody thinks clearly, no matter what they pretend. Thinking's a dizzy business, a matter of catching as many of those foggy glimpses as you can and fitting them together the best you can. That's why people hang on so tight to their beliefs and opinions; because, compared to the haphazard way in which they're arrived at, even the goofiest opinion seems wonderfully clear, sane and self-evident. And if you let it get away from you, then you've got to dive back into that foggy muddle to wrangle yourself out another to take its place.
"
critical thinking	critical-thinking.html	3	quotes	999999	Thinking should be generous and have a good appetite	Sarah Bakewell	"Thinking should be generous and have a good appetite. I find life far too valuable these days to shut out most of its variety in favour of digging down into the depths....
"
critical thinking	critical-thinking.html	3	quotes	999999	This faith in consciousness	Walter Mosley	"We are ambivalent, combative, stubborn, wildly changeable beings that have the natural schizophrenic facility to love and hate at the same time. We respond, with Pavlovian predictability, to invisible forces such as the economic infrastructure, ever-changing technology, and unconscious instincts, all the while believing that we are fully conscious beings making decisions based on logic arisen from observations informed by eternal truths. This faith in consciousness is, in the mildest language possible, misplaced.
"
critical thinking	critical-thinking.html	3	quotes	999999	Those Sharp, Scratchy, Harsh, Almost Unpleasant Guys	Thomas J. Watson, Jr	"I never hesitated to promote someone I didn't like. The comfortable assistant, the nice guy you like to go on fishing trips with, is a great pitfall. Instead I looked for those sharp, scratchy, harsh, almost unpleasant guys who see and tell you about things as they really are. If you can get enough of them around you and have patience enough to hear them out, there is no limit to where you can go.
"
critical thinking	critical-thinking.html	3	quotes	999999	To differentiate truth from falsehood	Robert B. Reich	"It is the civic responsibility of all of us to check the facts we read or hear, to find and depend upon reliable sources, to share the truth with others, and hold accountable those who lie to us or suppress the truth. 

We must also ensure that every American has sufficient education to differentiate truth from falsehood, and to think critically about what they read and see."
critical thinking	critical-thinking.html	3	quotes	999999	To prolong our presence on the face of the Earth	Jonas Salk	"What we're doing now is trying to think like nature, in the sense that we are aware that species that have gone before us have disappeared from the face of the Earth. We'd like to use our intelligence and our creative capacity to prolong our presence on the face of the Earth as long as possible. It requires, therefore, that we develop the kinds of tactics and strategies amongst ourselves so as to assure that this can occur, to assure that we will not destroy ourselves or the planet, to make it uninhabitable and to allow the fullness of the potential of the individual to be expressed, to flower.
"
critical thinking	critical-thinking.html	3	quotes	999999	Torturing the Data	Darrell Huff	"If you torture the data long enough, it will confess to anything.
"
critical thinking	critical-thinking.html	3	quotes	999999	The Underlying Principle of the Problem	Steve Jobs	"When you start looking at a problem and it seems really simple, you don't really understand the complexity of the problem. Then you get into the problem, and you see that it's really complicated, and you come up with all these convoluted solutions. That's sort of the middle, and that's where most people stop.... But the really great person will keep on going and find the key, the underlying principle of the problem -- and come up with an elegant, really beautiful solution that works. That's what we wanted to do with Mac.
"
critical thinking	critical-thinking.html	3	quotes	999999	Unintelligible Propositions	Thomas Jefferson	"Ridicule is the only weapon which can be used against unintelligible propositions. Ideas must be distinct before reason can act upon them....
"
critical thinking	critical-thinking.html	3	quotes	999999	Violent Opposition from Mediocre Minds	Albert Einstein	"Great spirits have always encountered violent opposition from mediocre minds. The mediocre mind is incapable of understanding the man who refuses to bow blindly to conventional prejudices and chooses instead to express his opinions courageously and honestly.
"
critical thinking	critical-thinking.html	3	quotes	999999	We are Doing our Best	Winston Churchill	"It's no use saying, 'We are doing our best.' You have got to succeed in doing what is necessary. 
"
critical thinking	critical-thinking.html	3	quotes	999999	We are what we pretend to be	Kurt Vonnegut	"We are what we pretend to be, so we must be careful about what we pretend to be.
"
critical thinking	critical-thinking.html	3	quotes	999999	We don't even own suits	Apple	"When an AT&amp;T rep suggested Jobs wear a suit to meet with AT&amp;T's CEO, the deputy replied, ""We're Apple. We don't wear suits. We don't even own suits.""
"
critical thinking	critical-thinking.html	3	quotes	999999	We have wonderful arguments	Steve Jobs	"Jobs: What I do all day is meet with teams of people and work on ideas and solve problems to make new products, to make new marketing programs, whatever it is. 

Mossberg: And are people willing to tell you you're wrong? 

Jobs: (laughs) Yeah. 

Mossberg: I mean, other than snarky journalists, I mean people that work for… 

Jobs: Oh, yeah, no we have wonderful arguments. 

Mossberg: And do you win them all? 

Jobs: Oh no I wish I did. No, you see you can't. If you want to hire great people and have them stay working for you, you have to let them make a lot of decisions and you have to, you have to be run by ideas, not hierarchy. The best ideas have to win, otherwise good people don't stay. 

Mossberg: But you must be more than a facilitator who runs meetings. You obviously contribute your own ideas. 

Jobs: I contribute ideas, sure. Why would I be there if I didn't?"
critical thinking	critical-thinking.html	3	quotes	999999	We Must Respect the Other Fellow's Religion	H. L. Mencken	"We must respect the other fellow's religion, but only in the sense and to the extent that we respect his theory that his wife is beautiful and his children smart.
"
critical thinking	critical-thinking.html	3	quotes	999999	When his salary depends on his not understanding it	Upton Sinclair	"It is difficult to get a man to understand something, when his salary depends on his not understanding it.
"
critical thinking	critical-thinking.html	3	quotes	999999	Where the Puck is Going to Be	Steve Jobs	"There's an old Wayne Gretzky quote that I love. 'I skate to where the puck is going to be, not where it has been.' And we've always tried to do that at Apple. Since the very very beginning. And we always will.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	All the World's Cultures Now Available to Us	Ken Wilber	"During the last 30 years, we have witnessed a historical first: all of the world's cultures are now available to us. 

...for the first time, the sum total of human knowledge is available to us--the knowledge, experience, wisdom and reflection of all major human civilizations--premodern, modern and postmodern--are open to study by anyone."
cultural evolution	cultural-evolution.html	3	quotes	999999	Ancient ethnic sores belching fire	Don Beck and Chris Cowan	"The complications of this diversity can be overwhelming. Ancient ethnic sores are belching fire while transnational companies linked by satellites conduct their business oblivious to the feudal past below.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Arc of History	Martin Luther King Jr.	"The arc of history is long, but it bends towards justice.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Authentic cultures	Yuval Noah Harari	"We still talk a lot about ‘authentic' cultures, but if by ‘authentic' we mean something that developed independently, and that consists of ancient local traditions free of external influences, then there are no authentic cultures left on earth. Over the last few centuries, all cultures were changed almost beyond recognition by a flood of global influences.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Awesome Power of Culture	Yuval Noah Harari	"Millions of years of evolution have designed us to live and think as community members. Within a mere two centuries we have become alienated individuals. Nothing testifies better to the awesome power of culture.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Belief is the end of Observation	Milton Glaser	"What you do is you have an idea, and you hold it in your mind as long as it’s useful. And then when it turns out not to be useful, discard it. But the idea of clinging to belief as a basis for your life -- which is what most people do -- is terrifying, because belief is the end of observation. You believe something, you stop seeing everything else. Clearly, that is not desirable. And yet it’s the way most people live.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Between-group selection became the primary evolutionary force	David Sloan Wilson	"Our ancestors found ways to suppress disruptive competition among individuals within groups, so that between-group selection became the primary evolutionary force. This favored group-level coordination in all its forms, including the transmission of learned information across generations.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	the biological evolution of Homo sapiens was usurped by socio-cultural evolution	Jürgen Klüver	"Many biologists and social scientists have noted that with the development of human culture, the biological evolution of Homo sapiens was usurped by socio-cultural evolution. The construction of artificial environments and social structures created new criteria for selection, and biological fitness was replaced by 'cultural fitness', which is often different for different cultures and is generally not measured by the number of offspring. Moreover, the mechanism of socio-cultural evolution is different from the model of biological evolution that was proposed by Charles Darwin (1809–1882), and refined by many others. In essence, socio-cultural evolution is 'Lamarckian' in nature -- it is an example of acquired inheritance, as described by the French naturalist Jean-Baptiste Lamarck (1744–1829) -- because humans are able to pass on cultural achievements to the next generation.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The brightest goat in the herd	Yuval Noah Harari	"As any farmer knows, it's usually the brightest goat in the herd that stirs up the most trouble, which is why the Agricultural Revolution involved downgrading animals' mental abilities. The second cognitive revolution, dreamed up by techno-humanists, might do the same to us, producing human cogs who communicate and process data far more effectively than ever before, but who can barely pay attention, dream or doubt. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Changing the World	Margaret Mead	"Never doubt that a small, group of thoughtful, committed citizens can change the world. Indeed, it is the only thing that ever has.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Chaos and Mediocrity	Joe Boyd	"Is this one legacy of the sixties? That after flinging open the doors to a world previously known only at the margins of society, the pioneers would move on, leaving the masses to add drugs to the myriad forces pulling our society towards chaos and mediocrity?
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Counter-Culture's own values and aesthetics decayed	Joe Boyd	"Beneath the surface, the progressive sixties hid all manner of unpleasantness: sexism, reaction, racism and factionalism. It wasn't surprising, really. The idea that drugs, sex and music could transform the world was always a pretty naïve dream. As the counter-culture's effect on the mainstream grew, its own values and aesthetics decayed. The political setbacks of the coming years grabbed the headlines while the dilution of ideals happened more quietly, but nonetheless vividly for those who noticed.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Cultural, as opposed to biological, evolution	Edwin G. Pulleyblank	"Our capacity, through language, to manipulate the mental world and so deal imaginatively with the world of experience has been a major factor, perhaps the major factor, in giving humans the overwhelming advantage over other species in terms of cultural, as opposed to biological, evolution. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Culture can be either mutualistic or predatory	Victor Hwang	"Culture can be either mutualistic or predatory -- that's our choice as a society. We can choose to create societies that prioritize what we consider good.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Cultures as a kind of mental infection	Yuval Noah Harari	"Ever more scholars see cultures as a kind of mental infection or parasite, with humans as its unwitting host. Organic parasites, such as viruses, live inside the body of their hosts. They multiply and spread from one host to the other, feeding off their hosts, weakening them, and sometimes even killing them. As long as the hosts live long enough to pass along the parasite, it cares little about the condition of its host. In just this fashion, cultural ideas live inside the minds of humans. They multiply and spread from one host to another, occasionally weakening the hosts and sometimes even killing them. A cultural idea -- such as belief in Christian heaven above the clouds or Communist paradise here on earth -- can compel a human to dedicate his or her life to spreading that idea, even at the price of death. The human dies, but the idea spreads. According to this approach, cultures are not conspiracies concocted by some people in order to take advantage of others (as Marxists tend to think). Rather, cultures are mental parasites that emerge accidentally, and thereafter take advantage of all people infected by them.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Discomfort of Thought	John F. Kennedy	"As every past generation has had to disenthrall itself from an inheritance of truisms and stereotypes, so in our own time we must move on from the reassuring repetition of stale phrases to a new, difficult, but essential confrontation with reality. 

For the great enemy of truth is very often not the lie -- deliberate, contrived and dishonest -- but the myth -- persistent, persuasive, and unrealistic. Too often we hold fast to the clichés of our forebears. We subject all facts to a prefabricated set of interpretations. We enjoy the comfort of opinion without the discomfort of thought."
cultural evolution	cultural-evolution.html	3	quotes	999999	Egocentric Existence	Clare W. Graves	"Both the authoritarian and the submissive develop standards which they feel will insure them against threat, but these are very raw standards. The submissive person chooses to get away with what he can within the life style which is possible for him. The authoritarian chooses to do as he pleases. He spawns, as his raison d'être, the rights of assertive individualism. These rights become, in time, the absolute rights of kings, the unassailable prerogatives of management, the inalienable rights of those who have achieved positions of power, and even the rights of the lowly hustler to all he can hustle. This is a world of the aggressive expression of man's lusts openly and unabashedly by the 'haves,' and more covertly and deviously by the 'have nots.'
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The entire pageant of human history	David Sloan Wilson	"Once we become attuned to it, the entire pageant of human history, starting approximately 100,000 years ago, can be seen as evolution at high speed, made possible by the transmission of learned information across generations. Our departure from Africa and colonization of the rest of the planet; our ability to inhabit all climatic zones and dozens of ecological niches as hunter-gatherers; our ability to grow food as farmers; the advent of writing, and the exploitation of fossil fuels were all made possible by the generational transfer of information. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Eternal Struggle for Human Rights	Albert Einstein	"The existence and validity of human rights are not written in the stars. The ideals concerning the conduct of men toward each other and the desirable structure of the community have been conceived and taught by enlightened individuals in the course of history. Those ideals and convictions which resulted from historical experience, from the craving for beauty and harmony, have been readily accepted in theory by man -- and at all times, have been trampled upon by the same people under the pressure of their animal instincts. A large part of history is therefore replete with the struggle for those human rights, an eternal struggle in which a final victory can never be won. But to tire in that struggle would mean the ruin of society.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Evolutionary success and individual suffering	Yuval Noah Harari	"This discrepancy between evolutionary success and individual suffering is perhaps the most important lesson we can draw from the Agricultural Revolution. When we study the narrative of plants such as wheat and maize, maybe the purely evolutionary perspective makes sense. Yet in the case of animals such as cattle, sheep and Sapiens, each with a complex world of sensations and emotions, we have to consider how evolutionary success translates into individual experience. In the following chapters we will see time and again how a dramatic increase in the collective power and ostensible success of our species went hand in hand with much individual suffering. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Extent of Freedom in All of its Dimensions	Anthony M. Kennedy	"The nature of injustice is that we may not always see it in our own times. The generations that wrote and ratified the Bill of Rights and the Fourteenth Amendment did not presume to know the extent of freedom in all of its dimensions, and so they entrusted to future generations a charter protecting the right of all persons to enjoy liberty as we learn its meaning.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Fear of Missing Out	Yuval Noah Harari	"Modern humanity is sick with FOMO -- Fear of Missing Out -- and though we have more choice than ever before, we have lost the ability to really pay attention to whatever we choose.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Fragile Constructs of History	Eamonn Kelly	"Perhaps the greatest cognitive barrier we face in making sense of the world is that we have come to view certain realities as part of a ""natural order"" that will remain unchallenged. In fact, many ""fundamental truths"" that we take for granted are simply the fragile constructs of history and could shift radically in the decade ahead.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	From a biological perspective, nothing is unnatural	Yuval Noah Harari	"Culture tends to argue that it forbids only that which is unnatural. But from a biological perspective, nothing is unnatural. Whatever is possible is by definition also natural. A truly unnatural behaviour, one that goes against the laws of nature, simply cannot exist, so it would need no prohibition. No culture has ever bothered to forbid men to photosynthesise, women to run faster than the speed of light, or negatively charged electrons to be attracted to each other. In truth, our concepts 'natural' and ‘unnatural' are taken not from biology, but from Christian theology. The theological meaning of ‘natural' is ‘in accordance with the intentions of the God who created nature'. Christian theologians argued that God created the human body, intending each limb and organ to serve a particular purpose. If we use our limbs and organs for the purpose envisioned by God, then it is a natural activity. To use them differently than God intends is unnatural. But evolution has no purpose.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The historical trajectory of violence	Steven Pinker	"The historical trajectory of violence affects not only how life is lived but how it is understood. What could be more fundamental to our sense of meaning and purpose than a conception of whether the strivings of the human race over long stretches of time have left us better or worse off? How, in particular, are we to make sense of *modernity* -- of the erosion of family, tribe, tradition, and religion by the forces of individualism, cosmopolitanism, reason and science? So much depends on how we understand the legacy of this transition: whether we see our world as a nightmare of crime, terrorism, genocide, and war, or as a period that, by the standards of history, is blessed by unprecedented levels of peaceful coexistence. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	History is something very few people have been doing	Yuval Noah Harari	"These forfeited food surpluses fuelled politics, wars, art and philosophy. They built palaces, forts, monuments and temples. Until the late modern era, more than 90 per cent of humans were peasants who rose each morning to till the land by the sweat of their brows. The extra they produced fed the tiny minority of elites -- kings, government officials, soldiers, priests, artists and thinkers -- who fill the history books. History is something that very few people have been doing while everyone else was ploughing fields and carrying water buckets.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Homophobia	Ken Wilber	"An integral approach acknowledges that all views have a degree of truth, but some views are more true than others, more evolved, more developed, more adequate. And so let's get that part out of the way right now: homophobia in any form, as far as I can tell, stems from a lower level of human development -- but it is a level, it exists, and one has to make room in one's awareness for those lower levels as well, just as one has to include third grade in any school curriculum. Just don't, you know, put those people in charge of anything important.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Human imagination more than biological reality	Yuval Noah Harari	"There is little sense, then, in arguing that the natural function of women is to give birth, or that homosexuality is unnatural. Most of the laws, norms, rights and obligations that define manhood and womanhood reflect human imagination more than biological reality.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	If the future of humanity is decided in your absence...	Yuval Noah Harari	"In a world deluged by irrelevant information, clarity is power. In theory, anybody can join the debate about the future of humanity, but it is so hard to maintain a clear vision. We might not even notice that a debate is going on, or what the key questions are. Most of us can't afford the luxury of investigating, because we have more pressing things to do: we have to go to work, take care of the kids, or look after elderly parents. Unfortunately, history does not give discounts. If the future of humanity is decided in your absence, because you are too busy feeding and clothing your kids, you and they will not be exempt from the consequences. This is unfair: but who said history was fair? 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	I'll take the big sordid dirty crooked city	Raymond Chandler	"The other part of me wanted to get out and stay out. But this was the part I never listened to. Because if I ever had I would have stayed in the town where I was born and worked in the hardware store and married the boss's daughter and had five kids and read them the funny paper on Sunday morning and smacked their heads when they got out of line and squabbled with the wife about how much spending money they were to get and what programs they could have on the radio or TV set. I might even have got rich -- small-town rich, an eight-room house, two cars in the garage, chicken every Sunday and the <em>Reader's Digest</em> on the living room table, the wife with a cast iron permanent and me with a brain like a sack of Portland cement. You take it, friend. I'll take the big sordid dirty crooked city. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	I must study politics and war	John Adams	"I must study politics and war, that our sons may have liberty to study mathematics and philosophy. Our sons ought to study mathematics and philosophy, geography, natural history and naval architecture, navigation, commerce and agriculture in order to give their children a right to study painting, poetry, music, architecture, statuary, tapestry and porcelain.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Inextricably Linked in Freedom	Wynton Marsalis	"The originators of jazz were only two generations removed from slavery. They were victims of rigorous forms of segregation that routinely and institutionally denied their humanity. So freedom was much more than a word to them. These pioneering musicians were exuberant about exhibiting this newfound personal freedom through their art. But they were also excited about hearing other people do the same thing. They understood that all were inextricably linked in freedom, just as they had been inextricably linked in bondage. And it wasn't theory; it was life as they lived it.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Institutions must advance and keep pace with the times	Thomas Jefferson	"I am certainly not an advocate for frequent and untried changes in laws and constitutions, but … laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times. We might as well require a man to wear still the coat which fitted him when a boy, as civilized society to remain ever under the regimen of their barbarous ancestors.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Levels of Development	Ken Wilber	"To grasp what is involved with levels or stages, let's use a very simple model possessing only 3 of them. If we look at moral development, for example, we find that an infant at birth has not yet been socialized into the culture's ethics and conventions: this is called the <strong>preconventional stage</strong>. It is also called <strong>egocentric</strong>, in that the infant's awareness is largely self-absorbed. But as the young child begins to learns its culture's rules and norms, it grows into the <strong>conventional stage</strong> of morals. This stage is also called <strong>ethnocentric</strong>, in that it centers on the child's particular group, tribe, clan, or nation, and it therefore tends to exclude those not of its group. But at the next major stage of moral development, the <strong>postconventional stage</strong>, the individual's identity expands once again, this time to include a care and concern for all peoples, regardless of race, color, sex or creed, which is why this stage is also called <strong>worldcentric</strong>. 

Thus, moral development tends to move from 'me' (egocentric) to 'us' (ethnocentric) to 'all of us' (worldcentric)--a good example of the unfolding waves of consciousness."
cultural evolution	cultural-evolution.html	3	quotes	999999	Luxuries tend to become necessities	Yuval Noah Harari	"One of history’s fews iron laws is that luxuries tend to become necessities and to spawn new obligations. Once people get used to a certain luxury, they take it for granted. Then they begin to count on it. Finally they reach a point where they can’t live without it. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Makers of Things	Barack Obama	"In reaffirming the greatness of our nation, we understand that greatness is never a given. It must be earned. Our journey has never been one of shortcuts or settling for less. It has not been the path for the faint-hearted -- for those who prefer leisure over work, or seek only the pleasures of riches and fame. Rather, it has been the risk-takers, the doers, the makers of things -- some celebrated but more often men and women obscure in their labor, who have carried us up the long, rugged path towards prosperity and freedom.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Man's nature is an open, constantly evolving system	Clare W. Graves	"The error which most people make when they think about human values is that they assume the nature of man is fixed and there is a single set of human values by which he should live. Such an assumption does not fit with my research. My data indicate that man's nature is an open, constantly evolving system, a system which proceeds by quantum jumps from one steady state system to the next through a hierarchy of ordered systems.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Merely Thoroughly Outrageous	Margery Allingham	"He made the discovery with a certain amount of relief, since it took him at least out of the region of pure fantasy and into the merely thoroughly outrageous, with which as a modern he was by now more or less familiar. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Moral Religion	Albert Einstein	"The Jewish scriptures admirably illustrate the development from the religion of fear to moral religion, a development continued in the New Testament. The religions of all civilized peoples, especially the peoples of the Orient, are primarily moral religions. The development from a religion of fear to moral religion is a great step in peoples' lives. And yet, that primitive religions are based entirely on fear and the religions of civilized peoples purely on morality is a prejudice against which we must be on our guard. The truth is that all religions are a varying blend of both types, with this differentiation: that on the higher levels of social life the religion of morality predominates.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Most sociopolitical hierarchies lack a logical or biological basis	Yuval Noah Harari	"Most sociopolitical hierarchies lack a logical or biological basis -- they are nothing but the perpetuation of chance events supported by myths.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Myths are stronger than anyone could have imagined	Yuval Noah Harari	"Myths, it transpired, are stronger than anyone could have imagined. When the Agricultural Revolution opened opportunities for the creation of crowded cities and mighty empires, people invented stories about great gods, motherlands and joint stock companies to provide the needed social links. While human evolution was crawling at its usual snail's pace, the human imagination was building astounding networks of mass cooperation, unlike any other ever seen on earth.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Never Knew Cocaine to Improve Anything	Joe Boyd	"I listened in the studio control room as musicians' modes of consciousness-alteration proceeded from grass, hash and acid to heroin and cocaine by the 1970s. All but the latter could, on occasion, provide benefits, at least to the music. I never knew cocaine to improve anything.... I suspect that the surge in cocaine's popularity explains -- at least in part -- why so many great sixties artists made such bad records in the following decade.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	No single natural way of life for Sapiens	Yuval Noah Harari	"The Heated debates about <em>Homo sapiens</em>' 'natural way of life' miss the main point. Ever since the Cognitive Revolution, there hasn't been a single natural way of life for Sapiens. There are only cultural choices, from among a bewildering palette of possibilities. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Only a Human Being	Albert Einstein	"I am by heritage a Jew, by citizenship a Swiss, and by makeup a human being, and <em>only</em> a human being, without any special attachment to any state or national entity whatsoever.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The only dependable things are humility and looking	Richard Powers	"Watching the man, hard-of-hearing, hard-of-speech Patty learns that real joy consists of knowing that human wisdom counts less than the shimmer of beeches in a breeze. As certain as weather is coming from the west, the things people know for sure will change. There is no knowing *for a fact*. The only dependable things are humility and looking. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Our long-term personal and societal goals	David Sloan Wilson	"Furthermore, as we have seen for genetic evolution, what's adaptive in the evolutionary sense of the word isn't necessarily good or right in the normative sense. Genetic evolution often results in adaptations that are good for me but not for you, or us but not them, or good over the short term but not the long term. The behaviors that we adopt by open-ended learning have all the same limitations. If anything, behavioral adaptations are even more shortsighted than genetic evolution because the immediate costs and benefits of our behaviors are more perceptible to us than the long-term consequences. You might want to lose weight, but your mind is causing you to dip your hand into the next bag of Doritos. You might want peace on earth, but your mind is causing you to do what it takes to beat out your competitors for a promotion at the office. A lot of cleverness will be required to align our learning abilities to our long-term personal and societal goals. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Our Social Order Now in a State of Permanent Flux	Yuval Noah Harari	"Over the last two centuries, the pace of change became so quick that the social order acquired a dynamic and malleable nature. It now exists in a state of permanent flux.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Our species does represent a new evolutionary process	David Sloan Wilson	"As we are increasingly coming to realize, our species does represent a new evolutionary process — cultural evolution — that far surpasses cultural traditions in other species. This capacity for cultural evolution enabled our ancestors to spread over the globe, inhabiting all climatic zones and dozens of ecological niches. Then small-scale societies — ""tiny grains of thought"""" — coalesced into larger and larger societies over the past ten thousand years. Human activities now rival other living processes and non-living physical processes in shaping the earth and atmosphere….
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Push Outward	Michel Foucault	"Search for what is good and strong and beautiful in your society and elaborate from there. Push outward. Always create from what you already have. Then you will know what to do.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	The Real Problem of Humanity	E. O. Wilson	"The real problem of humanity is the following: we have paleolithic emotions; medieval institutions; and god-like technology.
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Religions are great bushy trees	David Sloan Wilson	"In short, religions are great bushy trees that evolved, and continue to evolve, by cultural evolution. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	Sixties Surpluses of Money and Time	Joe Boyd	"The atmosphere in which music flourished then had a lot to do with economics. It was a time of unprecedented prosperity. People are supposedly wealthier now, yet most feel they haven't enough money and time is at an even greater premium.... In the sixties, we had surpluses of both money and time. 

Friends of mine lived comfortably in Greenwich Village, Harvard Square, Bayswater, Santa Monica and on the Left Bank and were, by current standards, broke. Yet they survived easily on occasional coffee-house gigs or part-time work. Today, urbanites must feverishly maximize their economic potential just to maintain a small flat in Hoboken, Somerville, Hackney, Korea Town or Belleville. The economy of the sixties cut us a lot of slack, leaving time to travel, take drugs, write songs and rethink the universe."
cultural evolution	cultural-evolution.html	3	quotes	999999	The system has been shaping and reshaping our minds	Yuval Noah Harari	"For thousands of years the system has been shaping and reshaping our minds according to its needs. Sapiens originally evolved as members of small intimate communities, and their mental faculties were not adapted to living as cogs within a giant machine. However, with the rise of cities, kingdoms and empires, the system cultivated capacities required for large-scale cooperation, while disregarding other skills and aptitudes. 
"
cultural evolution	cultural-evolution.html	3	quotes	999999	These principles have no objective validity	Yuval Noah Harari	"The two texts present us with an obvious dilemma. Both the Code of Hammurabi and the American Declaration of Independence claim to outline universal and eternal principles of justice, but according to the Americans all people are equal, whereas according to the Babylonians people are decidedly unequal. The Americans would, of course, say that they are right, and that Hammurabi is wrong. Hammurabi, naturally, would retort that he is right, and that the Americans are wrong. In fact, they are both Wrong. Hammurabi and the American Founding Fathers alike imagined a reality governed by universal and immutable principles of justice, such as equality or hierarchy. Yet the only place where such universal principles exist is in the fertile imagination of Sapiens, and in the myths they invent and tell one another. These principles have no objective validity.
"
