Date Added	Folder	Title	Content
2018-07-20 16:19:08 -0700	Quotes	Civilization was a thin and precarious crust	<p>We were not aware that civilization was a thin and precarious crust erected by the personality and the will of a very few, and only maintained by rules and conventions skilfully put across and guilefully preserved. </p>
2017-05-08 07:22:12 -0700	Quotes	It is foolish to view realism and idealism as incompatible	<p>I consider myself a realist. I have certainly seen my share of the world as it really is and not how I wish it would be. What I&#8217;ve learned is that it is foolish to view realism and idealism as incompatible or to consider our power and wealth as encumbered by the demands of justice, morality and conscience. </p>
2011-10-30 11:35:29 -0700	Quotes	Unbelievable Heroes	<p>There are two novels that can change a bookish fourteen-year old&#8217;s life: The <cite>Lord of the Rings</cite> and <cite>Atlas Shrugged</cite>. One is a childish fantasy that often engenders a lifelong obsession with its unbelievable heroes, leading to an emotionally stunted, socially crippled adulthood, unable to deal with the real world. The other, of course, involves orcs. </p>
2021-10-17 13:57:38 -0700	Quotes	The increase of wealth is not boundless	<p>The increase of wealth is not boundless. A stationary condition of capital and population implies no stationary state of human improvement. There would be as much scope as ever for all kinds of mental culture, and moral and social progress; as much room for improving the art of living, and much more likelihood of it being improved, when minds ceased to be engrossed by the art of getting on. </p>
2006-11-30 14:29:31 -0800	Quotes	Intellectual Debate	<p>In all intellectual debates, both sides tend to be correct in what they affirm, and wrong in what they deny. </p>
2014-01-08 17:42:02 -0800	Quotes	Prime training for permanent underclasses	<p>Look again at [what I consider to be] the seven lessons of school teaching: confusion, class position, indifference, emotional and intellectual dependency, conditional self-esteem, and surveillance. All of these lessons are prime training for permanent underclasses, people deprived forever of finding the center of their own special genius. </p>
2008-08-04 21:12:04 -0700	Quotes	Dreams Come True	<p>Dreams come true. Without that possibility, nature would not incite us to have them. </p>
2009-01-06 19:42:52 -0800	Quotes	Postel’s Law	<p>Be conservative in what you do; be liberal in what you accept from others. </p>
2011-06-21 18:13:17 -0700	Quotes	The Credibility of a Comedian	<p>The embarrassment is that I&#8217;m given credibility in this world because of the disappointment that the public has in what the news media does. </p>
2014-10-31 19:17:06 -0700	Quotes	To prolong our presence on the face of the Earth	<p>What we&#8217;re doing now is trying to think like nature, in the sense that we are aware that species that have gone before us have disappeared from the face of the Earth. We&#8217;d like to use our intelligence and our creative capacity to prolong our presence on the face of the Earth as long as possible. It requires, therefore, that we develop the kinds of tactics and strategies amongst ourselves so as to assure that this can occur, to assure that we will not destroy ourselves or the planet, to make it uninhabitable and to allow the fullness of the potential of the individual to be expressed, to flower. </p>
2006-11-30 14:29:31 -0800	Quotes	Careful, thoughtful, small, practical efforts	<p>The vast majority of difficult, important human problems &#8211; both inside and outside organizations &#8211; are not solved by a swift, decisive stroke from someone at the top. What usually matters are careful, thoughtful, small, practical efforts by people working far from the limelight. </p>
2017-07-30 09:52:58 -0700	Quotes	Discovering that I am Nobody	<p>We are all aware, if we have ever tried it, how empty and ghostly is a life lived for a long while in absolute solitude. Free me from my fellows, let me alone to work out the salvation of my own glorious self, and surely (so I may fancy) I shall now for the first time show who I am. No, not so; on the contrary I merely show in such a case who I am not. I am no longer friend, brother, companion, co-worker, servant, citizen, father, son; I exist for nobody; and ere-long, perhaps to my surprise, generally to my horror, I discover that I <em>am</em> nobody. </p>
2021-06-03 10:31:05 -0700	Quotes	The producing of good citizens	<p>For they have no conception of the duty of government who wish to limit it to the settling of disputes over money or the punishment of criminals. On the contrary, it is much more important for the magistrates to devote their energy to the producing of good citizens than to the punishment and restraint of evildoers. How much less need would there be to punish, if these matters were rightly looked after beforehand! </p>
2018-04-11 12:20:50 -0700	Quotes	the biological evolution of Homo sapiens was usurped by socio-cultural evolution	<p>Many biologists and social scientists have noted that with the development of human culture, the biological evolution of Homo sapiens was usurped by socio-cultural evolution. The construction of artificial environments and social structures created new criteria for selection, and biological fitness was replaced by &#8216;cultural fitness&#8217;, which is often different for different cultures and is generally not measured by the number of offspring. Moreover, the mechanism of socio-cultural evolution is different from the model of biological evolution that was proposed by Charles Darwin (1809–1882), and refined by many others. In essence, socio-cultural evolution is &#8216;Lamarckian&#8217; in nature &#8211; it is an example of acquired inheritance, as described by the French naturalist Jean-Baptiste Lamarck (1744–1829) &#8211; because humans are able to pass on cultural achievements to the next generation. </p>
2021-04-22 15:35:12 -0700	Quotes	Economics is essentially a question of design	<p>Economics, it turns out, is not a matter of discovering laws: it is essentially a question of design. </p>
2022-03-21 12:17:01 -0700	Quotes	Economies that make us thrive	<p>Today we have economies that need to grow, whether or not they make us thrive; what we need are economies that make us thrive, whether or not they grow. </p>
2021-03-30 13:06:32 -0700	Quotes	Managing our planetary household	<p>The word &#8216;economics&#8217; was coined by the philosopher Xenophon in Ancient Greece. Combining <em>oikos</em> meaning household with <em>nomos</em> meaning rules or norms, he invented the art of household management, and it could not be more relevant today. This century we need some pretty insightful managers to guide our planetary household, and ones who are ready to pay attention to the needs of all of its inhabitants. </p>
2018-05-30 12:17:42 -0700	Quotes	Diversity Helps Your Business -- But Not The Way You Think	"<p>I recently published research &#8230; that found that members of a social majority are more likely to voice unique perspectives and critically review task-relevant information when there is more social diversity present than when there is not. Moreover, this is true even when the people who are &#8220;different&#8221; don&#8217;t express any unique perspectives themselves. Our research suggests that the mere presence of social diversity makes people with independent points of view more willing to voice those points of view, and others more willing to listen. </p>

<p>In one of our studies, we compared homogeneous and diverse groups trying to solve a murder mystery. The diverse groups reported that they didn&#8217;t work together very effectively, and they were less confident about their decisions than the homogeneous groups, yet they consistently outperformed those homogeneous groups. </p>"
2007-02-11 09:42:57 -0800	Quotes	The Beautiful, the Good and the True	<p>If you are talking to me about your new car, you are the first person, I am the second person, and the car is the third person. These pronouns actually represent three perspectives that human beings can take when they talk about the world or attempt to know the world&#8230;. The fascinating part is that these three perspectives might actually give rise to art, morals, and science. Or the Beautiful, the Good, and the True: the Beauty that is in the eye (or the I) of the beholder; the Good or moral actions that can exist between you and me as a we; and the objective Truth about third-person objects (or its) that you and I might discover: hence, art (I), morals (we), and science (it). </p>
2012-03-10 11:02:20 -0800	Quotes	The Left Hand Dimension	"<p>But the main point is that this Left Hand dimension refers to the inside, to the <em>interior depth</em> that is <em>consciousness</em> itself. </p>

<p>Q: You said earlier that depth is consciousness, or what depth looked like from within. </p>

<p>KW: Yes, exactly. The Left Hand is what the holon looks like from within; the Right Hand is what the same holon looks like from without. Interior and exterior. Consciousness and form. Subjective and objective. </p>"
2007-02-11 09:48:55 -0800	Quotes	An Integral God	<p>An archaic God sees divinity in any strong instinctual force. A magic God locates divine power in the human ego and its magical capacity to change the animistic world with rituals and spells. A mythic God is located not on this earth but in a heavenly paradise not of this world, entrance to which is gained by living according to the covenants and rules given by this God to his peoples. A mental God is a rational God, a demythologized Ground of Being that underlies all forms of existence. And an integral God is one that embraces all of the above. </p>
2007-02-10 15:04:57 -0800	Quotes	Everybody Has Some Important Pieces of the Truth	<p>My work is an attempt to make room in the Kosmos for all of the dimensions, levels, domains, waves, memes, modes, individuals, cultures, and so on ad infinitum. I have one major rule: Everybody is right. More specifically, everybody &#8211; including me &#8211; has some important pieces of truth, and all of those pieces need to be honored, cherished, and included in a more gracious, spacious, and compassionate embrace. </p>
2007-02-11 09:51:34 -0800	Quotes	Homophobia	<p>An integral approach acknowledges that all views have a degree of truth, but some views are more true than others, more evolved, more developed, more adequate. And so let&#8217;s get that part out of the way right now: homophobia in any form, as far as I can tell, stems from a lower level of human development &#8211; but it is a level, it exists, and one has to make room in one&#8217;s awareness for those lower levels as well, just as one has to include third grade in any school curriculum. Just don&#8217;t, you know, put those people in charge of anything important. </p>
2007-03-20 16:49:17 -0700	Quotes	Art and Spirit	<p>And whatever we mean by the word &#8216;spirit&#8217; &#8211; let us just say, with Tillich, that it involves for each of us our ultimate concern &#8211; it is in that simple awestruck moment when great art enters you and changes you, that spirit shines in this world just a little more brightly than it did the moment before. </p>
2008-10-19 09:17:57 -0700	Quotes	All the World's Cultures Now Available to Us	"<p>During the last 30 years, we have witnessed a historical first: all of the world&#8217;s cultures are now available to us. </p>

<p>&#8230;for the first time, the sum total of human knowledge is available to us&#8211;the knowledge, experience, wisdom and reflection of all major human civilizations&#8211;premodern, modern and postmodern&#8211;are open to study by anyone. </p>"
2008-10-19 09:28:50 -0700	Quotes	Levels of Development	"<p>To grasp what is involved with levels or stages, let&#8217;s use a very simple model possessing only 3 of them. If we look at moral development, for example, we find that an infant at birth has not yet been socialized into the culture&#8217;s ethics and conventions: this is called the <strong>preconventional stage</strong>. It is also called <strong>egocentric</strong>, in that the infant&#8217;s awareness is largely self-absorbed. But as the young child begins to learns its culture&#8217;s rules and norms, it grows into the <strong>conventional stage</strong> of morals. This stage is also called <strong>ethnocentric</strong>, in that it centers on the child&#8217;s particular group, tribe, clan, or nation, and it therefore tends to exclude those not of its group. But at the next major stage of moral development, the <strong>postconventional stage</strong>, the individual&#8217;s identity expands once again, this time to include a care and concern for all peoples, regardless of race, color, sex or creed, which is why this stage is also called <strong>worldcentric</strong>. </p>

<p>Thus, moral development tends to move from &#8216;me&#8217; (egocentric) to &#8216;us&#8217; (ethnocentric) to &#8216;all of us&#8217; (worldcentric)&#8211;a good example of the unfolding waves of consciousness. </p>"
2022-03-21 12:08:05 -0700	Quotes	Exponential growth in a finite world	<p>Anyone who believes that exponential growth can go on forever in a finite world is either a madman or an economist. </p>
2021-05-14 11:16:17 -0700	Quotes	We are what we pretend to be	<p>We are what we pretend to be, so we must be careful about what we pretend to be. </p>
2013-12-12 09:11:11 -0800	Quotes	Myth-Makers	"<p>It&#8217;s only recently that I&#8217;ve come to understand that writers are not marginal to our society, that they, in fact, do all our thinking for us, that we are writing myths and our myths are believed, and that old myths are believed until someone writes a new one. </p>

<p>&#8230; </p>

<p>I think writers should be more responsible than they are, as we&#8217;ve imagined for a long time that it really doesn&#8217;t matter what we say. . . . I think it&#8217;s a beginning for authors to acknowledge that they are myth-makers and that if they are widely read, will have an influence that will last for many years &#8211; I don&#8217;t think that there&#8217;s a strong awareness of that now, and we have such a young culture that there is an opportunity to contribute wonderful new myths to it, which will be accepted. </p>"
2022-01-25 14:59:10 -0800	Quotes	The Power of Stakeholder Capitalism	<p>Stakeholder capitalism is not about politics. It is not a social or ideological agenda. It is not “woke.” It is capitalism, driven by mutually beneficial relationships between you and the employees, customers, suppliers, and communities your company relies on to prosper. This is the power of capitalism. </p>
2022-01-25 16:34:06 -0800	Quotes	We need governments to provide clear pathways	<p>Capitalism has the power to shape society and act as a powerful catalyst for change. But businesses can’t do this alone, and they cannot be the climate police. That will not be a good outcome for society. We need governments to provide clear pathways and a consistent taxonomy for sustainability policy, regulation, and disclosure across markets. When we harness the power of both the public and private sectors, we can achieve truly incredible things. This is what we must do to get to net zero. </p>
2022-01-25 16:19:15 -0800	Quotes	Workers demanding more from their employers	<p>Workers demanding more from their employers is an essential feature of effective capitalism. It drives prosperity and creates a more competitive landscape for talent, pushing companies to create better, more innovative environments for their employees – actions that will help them achieve greater profits for their shareholders. Companies that deliver are reaping the rewards. </p>
2022-01-25 16:30:39 -0800	Quotes	Your company’s purpose is its north star	<p>It’s never been more essential for CEOs to have a consistent voice, a clear purpose, a coherent strategy, and a long-term view. Your company’s purpose is its north star in this tumultuous environment. Putting your company’s purpose at the foundation of your relationships with your stakeholders is critical to long-term success. </p>
2017-07-18 08:46:36 -0700	Quotes	Hands that must work	<p>We have hands that must work, brains that must think, and personalities that must be developed. </p>
2022-01-12 14:24:06 -0800	Quotes	Art has to transform life itself	<p>I really believe that art is capable of the total transformation of the world, and of life itself, and nothing less is really acceptable. So I mean if art is going to have any excuse for &#8211; beyond being a leisure-class plaything &#8211; it has to transform life itself. </p>
2020-02-03 10:12:08 -0800	Quotes	Americans' faith in democracy is at a record low	<p>The losers in all this are everyday Americans and our faith in government. From legislative showdowns to government shutdowns, the level of dysfunction is rising, our social and economic problems are getting worse, and our democracy isn&#8217;t producing any solutions. Americans&#8217; faith in democracy is at a record low, and why shouldn&#8217;t it be? All we&#8217;ve seen for years is gridlock or marginal tweaks in the face of economic devastation and a growing climate crisis. And there&#8217;s no way out in sight. No wonder people are increasingly turning to the kind of outsider politicians who promise to shake up the system: the system is broken and needs to be shaken up! </p>
2020-02-03 10:07:19 -0800	Quotes	Our political system is not equipped to deliver solutions	<p>Now, a democracy where it&#8217;s nearly impossible to move legislation is bad for everyone. But it&#8217;s uniquely bad for progressives. We actually want to change things. We urgently need to change things. Our societal problems &#8211; climate change, health care, gun violence, economic and racial inequity &#8211; are getting worse every day. Our political system is not equipped to deliver solutions &#8211; in fact, it&#8217;s equipped to block them. And every election, the gap between what our politicians promise and what they&#8217;re able to deliver widens &#8211; and faith in our system gets a little weaker. </p>
2020-02-03 10:07:19 -0800	Quotes	A reactionary conservative party	<p>An unholy alliance between wealthy plutocrats, practitioners of white identity politics, and religious ideologues has produced a reactionary conservative party — and they&#8217;re systematically rigging the rules to keep themselves in power. </p>
2011-01-18 04:57:18 -0800	Quotes	Our Reply to Violence	<p>This will be our reply to violence: to make music more intensely, more beautifully, more devotedly than ever before. </p>
2016-11-14 15:57:21 -0800	Quotes	Deeper convictions of the heart	"<p>Does he learn anything from writing them [his songs]? Does he work out ideas that way? </p>

<p>&#8220;I think you work out something. I wouldn&#8217;t call them ideas. I think ideas are what you want to get rid of. I don&#8217;t really like songs with ideas. They tend to become slogans. They tend to be on the right side of things: ecology or vegetarianism or antiwar. All these are wonderful ideas but I like to work on a song until those slogans, as wonderful as they are and as wholesome as the ideas they promote are, dissolve into deeper convictions of the heart. I never set out to write a didactic song. It&#8217;s just my experience. All I&#8217;ve got to put in a song is my own experience.&#8221; </p>"
2021-05-12 11:02:09 -0700	Quotes	Societies are not merely statistical aggregations	<p>Societies are not merely statistical aggregations of individuals engaged in voluntary exchange but something much more subtle and complicated. A group or community cannot be understood if the unit of analysis is the individual taken by himself. A society is clearly something greater than the sum of its parts. </p>
2010-11-21 07:23:15 -0800	Quotes	Six Impossible Things Before Breakfast	"<p>&#8220;I can&#8217;t believe that!&#8221; said Alice. </p>

<p>&#8220;Can&#8217;t you?&#8221; the Queen said in a pitying tone. &#8220;Try again: draw a long breath, and shut your eyes.&#8221; </p>

<p>Alice laughed. &#8220;There&#8217;s no use trying,&#8221; she said &#8220;one can&#8217;t believe impossible things.&#8221; </p>

<p>&#8220;I daresay you haven&#8217;t had much practice,&#8221; said the Queen. &#8220;When I was your age, I always did it for half-an-hour a day. Why, sometimes I&#8217;ve believed as many as six impossible things before breakfast.&#8221; </p>"
2021-06-19 07:49:41 -0700	Quotes	Why People Sing	<p>Someone once asked me why people sing. I answered they sing for many of the same reasons birds sing. They sing for a mate, to claim their territory, or simply to give voice to the delight of being alive in the midst of a beautiful day. Perhaps more than birds do, humans hold a grudge. They sing to complain of how grievously they have been wronged, and how to avoid it in the future. They sing to help themselves execute a job of work. They sing so the subsequent generations won’t forget what the current generation endured, or dreamed, or delighted in. </p>
2014-03-13 06:15:56 -0700	Quotes	When you can measure what you are speaking about	<p>I often say that when you can measure what you are speaking about, and express it in numbers, you know something about it; but when you cannot express it in numbers, your knowledge is of a meagre and unsatisfactory kind; it may be the beginning of knowledge, but you have scarcely, in your thoughts, advanced to the stage of <em>science</em>, whatever the matter may be. </p>
2022-04-02 13:43:57 -0700	Quotes	Four Sentences that Lead to Wisdom	"<p>There are four sentences that lead to wisdom. Do with them what you will. </p>

<ul>
<li>I am sorry. </li>
<li>I was wrong. </li>
<li>I don&#8217;t know. </li>
<li>I need help. </li>
</ul>
"
2006-11-30 14:29:31 -0800	Quotes	Changing the World	<p>Never doubt that a small, group of thoughtful, committed citizens can change the world. Indeed, it is the only thing that ever has. </p>
2006-11-30 14:29:31 -0800	Quotes	Quality of Children vs. Quantity	<p>Instead of needing lots of children, we need high-quality children. </p>
2008-05-21 19:41:18 -0700	Quotes	Occasions When the Intellect Retires Gracefully	<p>There are occasions when the intellect retires gracefully from a situation entirely behind its decorous control and leaves all the other complicated machinery of the mind to muddle through on its own. </p>
2008-05-21 19:37:17 -0700	Quotes	The Only Sign of Mental Activity	<p>The other pictures varied between the sentimentally lewd and the illustrated Scotch joke variety wherein Glengarried dogs take the place of figures. There were no books and a small writing table with drawers was the only sign of mental activity. </p>
2008-05-21 19:25:38 -0700	Quotes	A Dark Procession	<p>Mercer did not think at all in the accepted sense of the word. Ideas occurred to him and engendered other ideas. But the process which linked any two of them was a dark procession taking place in some subconscious part of the brain. </p>
2007-10-24 18:20:11 -0700	Quotes	Merely Thoroughly Outrageous	<p>He made the discovery with a certain amount of relief, since it took him at least out of the region of pure fantasy and into the merely thoroughly outrageous, with which as a modern he was by now more or less familiar. </p>
2006-11-30 14:29:31 -0800	Quotes	Do the Right Thing	<p>Do the right thing. It will gratify some people and astonish the rest. </p>
2022-08-08 07:58:12 -0700	Quotes	To distract the watchdog of the mind	<p>Our conventional response to all media, namely that it is how they are used that counts, is the numb stance of the technological idiot. For the ‘content’ of a medium is like the juicy piece of meat carried by the burglar to distract the watchdog of the mind. </p>
2006-11-30 14:29:31 -0800	Quotes	Unarmed Truth and Unconditional Love	<p>I believe that unarmed truth and unconditional love will have the final word in reality. That is why right, temporarily defeated, is stronger than evil triumphant. </p>
2018-01-16 07:50:36 -0800	Quotes	You have your position because of the events of history	<p>No matter where you stand, no matter how much popularity you have, no matter how much education you have, no matter how much money you have, you have it because somebody in this universe helped you to get it. And when you see that, you can&#8217;t be arrogant, you can&#8217;t be supercilious. You discover that you have your position because of the events of history and because of individuals in the background making it possible for you to stand there. </p>
2018-01-16 07:56:58 -0800	Quotes	Intelligent guides of family planning	<p>For the Negro, therefore, intelligent guides of family planning are a profoundly important ingredient in his quest for security and a decent life. There are mountainous obstacles still separating Negroes from a normal existence. Yet one element in stabilizing his life would be an understanding of and easy access to the means to develop a family related in size to his community environment and to the income potential he can command. This is not to suggest that the Negro will solve all his problems through Planned Parenthood. His problems are far more complex, encompassing economic security, education, freedom from discrimination, decent housing and access to culture. Yet if family planning is sensible it can facilitate or at least not be an obstacle to the solution of the many profound problems that plague him. </p>
2008-01-20 12:28:31 -0800	Quotes	Single Garment of Destiny	<p>We are tied together in the single garment of destiny, caught in an inescapable network of mutuality. And whatever affects one directly affects all indirectly. </p>
2020-12-23 08:53:25 -0800	Quotes	Peaceful ends through peaceful means	<p>One day, we must come to see that peace is not merely a distant goal we seek, but that it is a means by which we arrive at that goal. We must pursue peaceful ends through peaceful means. </p>
2018-01-16 08:09:27 -0800	Quotes	Intelligence plus Character	<p>We must remember that intelligence is not enough. Intelligence plus character &#8211; that is the goal of true education. </p>
2018-01-16 08:06:08 -0800	Quotes	To save man from the morass of propaganda	<p>Education must also train one for quick, resolute and effective thinking. To think incisively and to think for one&#8217;s self is very difficult. We are prone to let our mental life become invaded by legions of half truths, prejudices, and propaganda. At this point, I often wonder whether or not education is fulfilling its purpose. A great majority of the so-called educated people do not think logically and scientifically. Even the press, the classroom, the platform, and the pulpit in many instances do not give us objective and unbiased truths. To save man from the morass of propaganda, in my opinion, is one of the chief aims of education. Education must enable one to sift and weigh evidence, to discern the true from the false, the real from the unreal, and the facts from the fiction. </p>
2018-04-12 15:38:47 -0700	Quotes	Creatively Maladjusted	<p>There is a need now more than ever before for men and women in our nation to be creatively maladjusted. And I say to you that I choose to be among the maladjusted. </p>
2018-04-12 15:32:29 -0700	Quotes	An edifice which produces beggars needs restructuring	<p>True compassion is more than flinging a coin to a beggar. It understands that an edifice which produces beggars needs restructuring. </p>
2018-04-12 15:24:32 -0700	Quotes	Guided missiles and misguided men	<p>When scientific power outruns moral power, we end up with guided missiles and misguided men. When we foolishly maximize the minimum and minimize the maximum, we sign the warrant for our own day of doom. It is this moral lag in our thing-oriented society that blinds us to the human reality around us and encourages us in the greed and the exploitation which creates the sector of poverty in the midst of wealth. </p>
2018-04-12 15:28:50 -0700	Quotes	When machines are considered more important than people	<p>When machines and computers, profit motives and property rights are considered more important than people, the giant triplets of racism, economic exploitation, and militarism are incapable of being conquered. A civilization can flounder as readily in the face of moral bankruptcy as it can through financial bankruptcy. </p>
2018-01-16 08:02:13 -0800	Quotes	An ordinary person, doing an ordinary job	<p>I don&#8217;t want you to forget it. No matter where you are today, somebody helped you to get there. (Yes) It may have been an ordinary person, doing an ordinary job in an extraordinary way. Some few are able to get some education; you didn&#8217;t get it by yourself. Don&#8217;t forget those who helped you come over. </p>
2006-11-30 14:29:31 -0800	Quotes	The Arc of History	<p>The arc of history is long, but it bends towards justice. </p>
2006-11-30 14:29:31 -0800	Quotes	Ends for which We Live	<p>The means by which we live have outdistanced the ends for which we live. </p>
2006-11-30 14:29:31 -0800	Quotes	Ten thousand fools proclaim themselves	<p>Ten thousand fools proclaim themselves into obscurity, while one wise man forgets himself into immortality. </p>
2012-08-03 22:49:09 -0700	Quotes	First they came...	"<p>First they came for the communists,  <br />
and I didn&#8217;t speak out because I wasn&#8217;t a communist. </p>

<p>Then they came for the trade unionists,  <br />
and I didn&#8217;t speak out because I wasn&#8217;t a trade unionist. </p>

<p>Then they came for the Jews,  <br />
and I didn&#8217;t speak out because I wasn&#8217;t a Jew. </p>

<p>Then they came for me  <br />
and there was no one left to speak out for me. </p>"
2019-11-05 07:22:50 -0800	Quotes	Cinema was about revelation	<p>For me, for the filmmakers I came to love and respect, for my friends who started making movies around the same time that I did, cinema was about revelation — aesthetic, emotional and spiritual revelation. It was about characters — the complexity of people and their contradictory and sometimes paradoxical natures, the way they can hurt one another and love one another and suddenly come face to face with themselves. </p>
2021-02-01 07:36:11 -0800	Quotes	The intricate riddle of life	<p>There is but one solution to the intricate riddle of life; to improve ourselves, and contribute to the happiness of others. </p>
2010-02-27 13:07:00 -0800	Quotes	Preparing Managers to Manage	<p>The time has come to recognize that higher education in management rests on a fatal fallacy. The idea behind the contemporary business school is that preparing future business managers means training them in a discipline called Business Management. After 100 years of fruitless attempts to produce such a discipline, it should be clear that it does not exist. Preparing managers to manage, in fact, is not different from preparing people to live in a civilized world. Managers do not need to be trained; they need to be <em>educated.</em> And for that purpose, although a certain amount of study of business-related subjects may prove useful, the business schools as they are presently constituted are at best superfluous. </p>
2010-02-27 12:42:19 -0800	Quotes	Relieving Ignorance	<p>&#8220;Customer satisfaction&#8221; is a good way to sell shoes; but it is a bad way to relieve ignorance. It is fundamentally stupid to base the content of an education on what the as-yet uneducated person decides is best. </p>
2010-02-27 13:29:06 -0800	Quotes	A Work Ethic Gone Mad	<p>The blend of corporate mysticism and transcendental consumerism he [Tom Peters] offers has its roots planted in the pragmatic, optimistic, can-do American work ethic. But, like the Taylorist philosophy from which it springs, it is also a work ethic gone mad. It begins with the idea that work can be meaningful and stretches it to the point where there is no meaning outside work. It becomes a deluded form of optimism, a feverish activity that masks an underlying anxiety about the meaning of life, a form of self-alienation so complete that the self disappears entirely into its consumer preferences and transactions. </p>
2010-03-10 06:39:13 -0800	Quotes	A mind is blown	<p>A mind is blown when something you always feared but knew to be impossible turns out to be true; when the world turns out far vaster, far more marvelous or malevolent than you ever dreamed; when you get proof that everything is connected to everything else, that everything you know is wrong, that you are both the center of the universe and a tiny speck sailing off its nethermost edge. </p>
2007-09-29 07:47:36 -0700	Quotes	Merely a Muddle	"<p>&#8220;And your remarks on the text,&#8221; Mr. Gott declared, &#8220;are merely a muddle.&#8221; </p>

<p>&#8220;Yes, Gott,&#8221; said Mike meekly. </p>

<p>&#8220;You see, Mike, you haven&#8217;t any <em>brain</em> really.&#8221; </p>

<p>&#8220;No, of course not,&#8221; said Mike. </p>

<p>&#8220;You must just keep to the cackle and write nicely. You write very nicely.&#8221; </p>

<p>&#8220;Yes,&#8221; said Mike, dubiously. </p>

<p>&#8220;Keep off thinking things out, and you&#8217;ll do well. In fact, you&#8217;ll go far.&#8221; </p>"
2017-06-07 08:15:41 -0700	Quotes	Couldn’t everyone’s life become a work of art?	<p>What strikes me is the fact that in our society, art has become something which is related only to objects and not to individuals, or to life. That art is something which is specialized or which is done by experts who are artists. But couldn&#8217;t everyone&#8217;s life become a work of art? Why should the lamp or the house be an art object, but not our life? </p>
2017-06-07 08:18:25 -0700	Quotes	Push Outward	<p>Search for what is good and strong and beautiful in your society and elaborate from there. Push outward. Always create from what you already have. Then you will know what to do. </p>
2020-06-27 12:18:00 -0700	Quotes	Belief is the end of Observation	<p>What you do is you have an idea, and you hold it in your mind as long as it’s useful. And then when it turns out not to be useful, discard it. But the idea of clinging to belief as a basis for your life &#8211; which is what most people do &#8211; is terrifying, because belief is the end of observation. You believe something, you stop seeing everything else. Clearly, that is not desirable. And yet it’s the way most people live. </p>
2020-06-27 12:18:00 -0700	Quotes	Design is not Appearance	<p>Design is not appearance, but a way of thinking about information and conveying ideas to others. That’s really what I do. I am so interested in having ideas. That idea that your role in the culture is to inform and delight is so sweet. Not to persuade, not to persuade! </p>
2020-06-27 12:18:00 -0700	Quotes	The lie of retirement	"<p>One of the great lies of American culture is the lie of retirement: that at a certain point in your life, at 65 for god sakes, you’re ready to go to Florida and stare out the window for the next 30 years. Where in the world did that idea come from? </p>

<p>Well, we know where it came from. The government was trying to have young people enter the workforce, right? So it invented this thing called retirement where people stop doing the most essential things of their lives. I mean, lose their purpose. I have so much purpose left. </p>"
2021-02-07 08:16:33 -0800	Quotes	We're part of something continuous	"<p>Edith Pretty: We die. We die and we decay. We don&#8217;t live on. </p>

<p>Basil Brown: I&#8217;m not sure I agree. From the first human handprint on a cave wall, we&#8217;re part of something continuous. So, we&#8230; don&#8217;t really die. </p>"
2018-08-12 15:08:03 -0700	Quotes	If triangles had a god	<p>If triangles had a god, they would give him three sides. </p>
2018-11-15 16:24:42 -0800	Quotes	It's sports and it's all love	"<p>At the end of the day, it&#8217;s sports, and it&#8217;s all love. I feel for both sides. </p>

<p>&#8211; Commenting on stopping on the court after a game to console Devin Davis, an opponent who was sobbing on the court, despondent over missing two crucual free throws. </p>"
2018-12-14 12:48:16 -0800	Quotes	Amusing ourselves to death	<p>Our politics, religion, news, athletics, education and commerce have been transformed into congenial adjuncts of show business, largely without protest or even much popular notice. The result is that we are a people on the verge of amusing ourselves to death. </p>
2012-01-19 13:34:08 -0800	Quotes	Introduction of a new order of things	<p>And it ought to be remembered that there is nothing more difficult to take in hand, more perilous to conduct, or more uncertain in its success, than to take the lead in the introduction of a new order of things. Because the innovator has for enemies all those who have done well under the old conditions, and lukewarm defenders in those who may do well under the new. This coolness arises partly from fear of the opponents, who have the laws on their side, and partly from the incredulity of men, who do not readily believe in new things until they have had a long experience of them. </p>
2014-07-16 20:05:36 -0700	Quotes	The Other Side of Complexity	<p>I would not give a fig for the simplicity this side of complexity, but I would give my life for the simplicity on the other side of complexity. </p>
2013-01-03 05:42:18 -0800	Quotes	Little things seen largely	<p>To anyone who finds that linguistic study is a worthless finicking with trifles, I would reply that life consists of little things; the important matter is to see them largely. </p>
2017-05-24 15:57:36 -0700	Quotes	Art is a lie that makes us realize truth	<p>We all know that Art is not truth. Art is a lie that makes us realize truth, at least the truth that is given us to understand. The artist must know the manner whereby to convince others of the truthfulness of his lies. If he only shows in his work that he has searched, and re-searched, for the way to put over lies, he would never accomplish anything. </p>
2012-06-09 10:05:11 -0700	Quotes	The Ultimate Democracy	<p>&#8230; we were the ultimate democracy. If one of us didn&#8217;t like a tune, we didn&#8217;t play it. </p>
2021-08-24 12:33:41 -0700	Quotes	To build a new and vital commons sector	<p>The great task of the twenty-first century is to build a new and vital commons sector that can resist enclosure and externalization by the market, protect the planet, and share the fruits of our common inheritances more equitably than is now the case. </p>
